,road,LRPName,type,name,condition,length,chainage,lat,lon,Proportion truck
939,N104,LRP048a,Slab Culvert,UTTOR SONAPUR SLAB CULVERT,B,2.0,48.417,22.8365042056847,91.0998638767441,0.13391852352014405
940,N104,LRP048b,Box Culvert,SONAMIPUR BOX CULVERT,A,3.0,48.939,22.8319003302681,91.1006688726053,0.13391852352014405
941,N105,LRPSa,Box Culvert,MODONPUR,C,12.8,0.024,23.6906082999999,90.5467174752,0.3354133118625872
942,N105,LRP001a,Box Culvert,MODONPUR COLLEGE,A,6.25,1.1,23.69915705,90.5514491,0.3354133118625872
943,N105,LRP002a,Box Culvert,LALADI CULVERT,A,6.1,2.313,23.7070840042553,90.5594803060283,0.3354133118625872
944,N105,LRP003a,Box Culvert,KHAJLA PUR,A,6.0,3.769,23.7159717017241,90.5698255482758,0.3354133118625872
945,N105,LRP005c,Box Culvert,KAZI PARA,A,6.1,5.641,23.7274051106382,90.5830848845744,0.3354133118625872
946,N105,LRP006a,Box Culvert,BOSTROL CULVERT,A,6.0,6.178,23.7307182495049,90.5869127247524,0.3354133118625872
947,N105,LRP017a,Box Culvert,BRAAMAN,A,10.4,16.585,23.8167737889,90.5663002303,0.5133513604867331
948,N105,LRP017b,Box Culvert,BRAMMAN KALY,A,6.2,16.791,23.8185418251,90.5658311477,0.5133513604867331
949,N105,LRP017c,Box Culvert,SHIMOLIA,A,6.0,17.39,23.82369723648,90.56447829088,0.5133513604867331
950,N105,LRP019a,Box Culvert,MAZIPARA,A,4.6,18.846,23.8355697727272,90.5602806,0.5133513604867331
951,N105,LRP020c,Box Culvert,CHAPRA,A,4.5,20.374,23.8370714802955,90.5483091571428,0.5133513604867331
952,N105,LRP021a,Box Culvert,CHAPRY,A,4.5,20.625,23.8361699204433,90.5460680857142,0.5133513604867331
953,N105,LRP021d,Box Culvert,POLKHAN,A,4.5,21.44,23.8361566434782,90.5390552086956,0.5607173725151253
954,N105,LRP022a,Box Culvert,POLKHAN,A,6.2,21.674,23.8377476173913,90.5376107768115,0.5607173725151253
955,N105,LRP022c,Box Culvert,GULLEN,A,4.6,22.104,23.8406846291933,90.5349312661971,0.5607173725151253
956,N105,LRP023c,Box Culvert,GOLLAR,A,6.0,23.164,23.8459770761346,90.5300450827232,0.5607173725151253
957,N105,LRP024b,Box Culvert,KEAFON,A,4.6,23.992,23.8536842210526,90.5231528789473,0.5607173725151253
958,N105,LRP024c,Box Culvert,MADANPUR,A,6.0,24.561,23.8575924656405,90.5196998343594,0.5607173725151253
959,N105,LRP027a,Baily with Steel Deck,ULAKOLA,A,209.0,26.697,23.8716508911025,90.5065461963249,0.5607173725151253
960,N105,LRP027c,Box Culvert,PATARTEK,A,4.5,27.14,23.8750783572533,90.504749175822,0.5607173725151253
961,N105,LRP028a,Box Culvert,SHAMARSINGH,A,4.5,27.625,23.8788307750483,90.5027817831721,0.5607173725151253
962,N105,LRP028b,Box Culvert,SHAMARSINGH,A,4.5,28.385,23.8841649488095,90.4989862071428,0.5607173725151253
963,N105,LRP029a,Box Culvert,MADANPUR,A,4.5,28.751,23.8856211559322,90.4963353644067,0.5607173725151253
964,N105,LRP029b,PC Girder Bridge,Ulukhola Bridge,A,174.75,29.116,23.8858911498789,90.4927756864406,0.5607173725151253
966,N105,LRP030a,Box Culvert,NARAYAN ROLI,A,5.0,29.868,23.8877957956,90.4862561908,0.5607173725151253
967,N105,LRP030c,Box Culvert,NARAYAN ROLI,A,5.0,30.49,23.8922016082,90.4840617126,0.5607173725151253
968,N105,LRP032a,Box Culvert,SHAMMUDDA,A,4.5,31.612,23.9000311163498,90.4819416376425,0.5607173725151253
969,N105,LRP032b,Box Culvert,SHAMMUDDA,A,1.0,31.941,23.9039881298947,90.4798911319999,0.5607173725151253
970,N105,LRP032c,Box Culvert,SAMUDAA,A,3.0,32.178,23.9060116608421,90.479198144,0.5607173725151253
971,N105,LRP033a,Box Culvert,SHAMUDDA,A,3.4,32.594,23.9087810798165,90.4768658055045,0.5607173725151253
972,N105,LRP035a,Box Culvert,DIRAJGRAM,A,5.0,34.758,23.9221201867857,90.4630523696428,0.5607173725151253
973,N105,LRP035d,Box Culvert,DIRAJSHRAM,A,5.0,34.834,23.9224368625,90.4623888625,0.5607173725151253
974,N105,LRP036a,Box Culvert,DIRASURAM,A,13.0,35.204,23.9240826776119,90.459158330597,0.5607173725151253
975,N105,LRP036c,Box Culvert,BASURA,A,3.0,35.821,23.9275104349253,90.4547073662686,0.5607173725151253
976,N105,LRP037a,Box Culvert,BASURA,A,4.5,36.521,23.9318303820895,90.4503186477612,0.5607173725151253
977,N105,LRP039a,Box Culvert,JUGITALA,A,7.0,38.12,23.9413308513317,90.4378418447941,0.5607173725151253
978,N105,LRP039b,Box Culvert,MOGORKHAL,A,6.0,38.653,23.9439225614991,90.4337640512776,0.5607173725151253
979,N105,LRP040a,Box Culvert,MOGORKHAL,A,3.0,39.09,23.9459245869257,90.4296521268551,0.5607173725151253
980,N105,LRP040b,Box Culvert,MONGLEKHAN,A,3.0,39.372,23.9469564729428,90.4271704026499,0.5607173725151253
981,N105,LRP040c,Box Culvert,MADANPUR,A,3.0,39.716,23.9479826676429,90.4245716433751,0.5607173725151253
982,N105,LRP041b,Box Culvert,BOGRA,A,3.0,40.338,23.9490639294372,90.4188995177489,0.5607173725151253
983,N105,LRP041c,Box Culvert,BOGRA-2,A,3.0,40.635,23.9494478437229,90.4160247248917,0.5607173725151253
984,N105,LRP042a,Box Culvert,BOGRA-3 BOX CULVERT,A,3.0,41.036,23.950303375,90.4122093535714,0.5607173725151253
985,N105,LRP042b,Box Culvert,NOWZAR,A,3.0,41.73,23.9520916858156,90.4049331287234,0.5607173725151253
986,N105,LRP043a,Box Culvert,NOWZAR-2,A,3.0,42.318,23.9554939148437,90.4018066429687,0.5607173725151253
